contract_id;Business Name;Unit Code;Start;end;qty;tarif;thbl
TJC/2301/2685;D0831;TD/08/31;414;428;14;193400;2023-06
TJC/2301/2686;D0832;TD/08/32;623;649;26;344600;2023-06
TJC/2301/2687;D0833;TD/08/33;37;38;1;29600;2023-06
TJC/2301/2690;D0834;TD/08/34;379;382;3;54800;2023-06
TJC/2301/2681;D0828;TD/08/28;14;14;0;17000;2023-06
TJC/2301/2691;D0901;TD/09/01;445;458;13;180800;2023-06
TJC/2301/2694;D0903;TD/09/03;616;627;11;155600;2023-06
TJC/2301/2695;D0905;TD/09/05;162;162;0;17000;2023-06
TJC/2301/2696;D0906;TD/09/06;895;908;13;180800;2023-06
TJC/2301/2698;D0907;TD/09/07;"1.692,00";"1.762,00";70;899000;2023-06
TJC/2301/2701;D0908;TD/09/08;629;655;26;344600;2023-06
TJC/2301/2702;D0909;TD/09/09;260;262;2;42200;2023-06
TJC/2301/2692;D0902;TD/09/02;"1.148,00";"1.156,00";8;117800;2023-06
TJC/2301/2680;D0827;TD/08/27;229;229;0;17000;2023-06
TJC/2301/2679;D0826;TD/08/26;36;36;0;17000;2023-06
TJC/2301/2678;D0825;TD/08/25;216;216;0;17000;2023-06
TJC/2301/2658;D0808;TD/08/08;414;415;1;29600;2023-06
TJC/2301/2660;D0809;TD/08/09;"1.322,00";"1.322,00";0;17000;2023-06
TJC/2301/2662;D0810;TD/08/10;372;403;31;407600;2023-06
TJC/2301/2663;D0811;TD/08/11;14;357;343;4338800;2023-06
TJC/2301/2664;D0812;TD/08/12;"1.553,00";"1.575,00";22;294200;2023-06
TJC/2301/2665;D0815;TD/08/15;386;386;0;17000;2023-06
TJC/2301/2666;D0816;TD/08/16;512;512;0;17000;2023-06
TJC/2301/2667;D0817;TD/08/17;905;928;23;306800;2023-06
TJC/2301/2668;D0818;TD/08/18;651;659;8;117800;2023-06
TJC/2301/2670;D0819;TD/08/19;329;330;1;29600;2023-06
TJC/2301/2672;D0820;TD/08/20;"2.135,00";"2.136,00";1;29600;2023-06
TJC/2301/2674;D0821;TD/08/21;200;201;1;29600;2023-06
TJC/2301/2675;D0822;TD/08/22;97;97;0;17000;2023-06
TJC/2301/2676;D0823;TD/08/23;198;208;10;143000;2023-06
TJC/2301/2677;D0824;TD/08/24;35;36;1;29600;2023-06
TJC/2301/2656;D0806;TD/08/06;313;315;2;42200;2023-06
TJC/2301/1628;B2319;TB/23/19;369;369;0;17000;2023-06
TJC/2301/1612;B2301;TB/23/01;851;851;0;17000;2023-06
TJC/2301/1626;B2317;TB/23/17;328;328;0;17000;2023-06
TJC/2301/0619;A1605;TA/16/05;169;175;6;92600;2023-06
TJC/2301/0620;A1606;TA/16/06;44;44;0;17000;2023-06
TJC/2301/0621;A1607;TA/16/07;440;481;41;533600;2023-06
TJC/2301/0622;A1608;TA/16/08;411;411;0;17000;2023-06
TJC/2301/0625;A1609;TA/16/09;584;584;0;17000;2023-06
TJC/2301/0626;A1610;TA/16/10;862;870;8;117800;2023-06
TJC/2301/0618;A1603;TA/16/03;707;718;11;155600;2023-06
TJC/2301/0627;A1611;TA/16/11;270;270;0;17000;2023-06
TJC/2301/0631;A1615;TA/16/15;102;105;3;54800;2023-06
TJC/2301/0632;A1616;TA/16/16;954;954;0;17000;2023-06
TJC/2301/0633;A1617;TA/16/17;38;38;0;17000;2023-06
TJC/2301/0634;A1618;TA/16/18;65;65;0;17000;2023-06
TJC/2301/0636;A1619;TA/16/19;541;541;0;17000;2023-06
TJC/2301/0637;A1620;TA/16/20;802;817;15;206000;2023-06
TJC/2301/0629;A1612;TA/16/12;57;57;0;17000;2023-06
TJC/2301/0638;A1621;TA/16/21;771;777;6;92600;2023-06
TJC/2301/0616;A1602;TA/16/02;611;616;5;80000;2023-06
TJC/2301/0614;A1534;TA/15/34;703;706;3;54800;2023-06
TJC/2301/0594;A1519;TA/15/19;343;347;4;67400;2023-06
TJC/2301/0595;A1520;TA/15/20;334;340;6;92600;2023-06
TJC/2301/0598;A1522;TA/15/22;162;178;16;218600;2023-06
TJC/2301/0599;A1523;TA/15/23;272;282;10;143000;2023-06
TJC/2301/0601;A1524;TA/15/24;365;374;9;130400;2023-06
TJC/2301/0602;A1525;TA/15/25;599;608;9;130400;2023-06
TJC/2301/0615;A1601;TA/16/01;134;135;1;29600;2023-06
TJC/2301/0603;A1526;TA/15/26;39;39;0;17000;2023-06
TJC/2301/0605;A1528;TA/15/28;207;219;12;168200;2023-06
TJC/2301/0606;A1529;TA/15/29;403;410;7;105200;2023-06
TJC/2301/0607;A1530;TA/15/30;9;9;0;17000;2023-06
TJC/2301/0608;A1531;TA/15/31;14;14;0;17000;2023-06
TJC/2301/0609;A1532;TA/15/32;400;402;2;42200;2023-06
TJC/2301/0613;A1533;TA/15/33;464;482;18;243800;2023-06
TJC/2301/0604;A1527;TA/15/27;534;540;6;92600;2023-06
TJC/2301/0639;A1622;TA/16/22;141;141;0;17000;2023-06
TJC/2301/0640;A1623;TA/16/23;8;8;0;17000;2023-06
TJC/2301/0641;A1624;TA/16/24;"1.019,00";"1.030,00";11;155600;2023-06
TJC/2301/0666;A1712;TA/17/12;253;258;5;80000;2023-06
TJC/2301/0667;A1715;TA/17/15;673;673;0;17000;2023-06
TJC/2301/0668;A1716;TA/17/16;163;163;0;17000;2023-06
TJC/2301/0669;A1717;TA/17/17;329;331;2;42200;2023-06
TJC/2301/0671;A1718;TA/17/18;734;745;11;155600;2023-06
TJC/2301/0672;A1719;TA/17/19;25;25;0;17000;2023-06
TJC/2301/0665;A1711;TA/17/11;614;614;0;17000;2023-06
TJC/2301/0673;A1720;TA/17/20;414;421;7;105200;2023-06
TJC/2301/0675;A1722;TA/17/22;551;557;6;92600;2023-06
TJC/2301/0676;A1723;TA/17/23;913;913;0;17000;2023-06
TJC/2301/0677;A1724;TA/17/24;686;698;12;168200;2023-06
TJC/2301/0678;A1725;TA/17/25;285;291;6;92600;2023-06
TJC/2301/0679;A1726;TA/17/26;256;256;0;17000;2023-06
TJC/2301/0680;A1727;TA/17/27;646;652;6;92600;2023-06
TJC/2301/0674;A1721;TA/17/21;311;314;3;54800;2023-06
TJC/2301/0664;A1710;TA/17/10;467;467;0;17000;2023-06
TJC/2301/0662;A1709;TA/17/09;184;189;5;80000;2023-06
TJC/2301/0661;A1708;TA/17/08;981;"1.006,00";25;332000;2023-06
TJC/2301/0643;A1625;TA/16/25;90;90;0;17000;2023-06
TJC/2301/0645;A1626;TA/16/26;503;511;8;117800;2023-06
TJC/2301/0646;A1627;TA/16/27;523;529;6;92600;2023-06
TJC/2301/0647;A1628;TA/16/28;303;303;0;17000;2023-06
TJC/2301/0648;A1629;TA/16/29;402;410;8;117800;2023-06
TJC/2301/0649;A1630;TA/16/30;364;364;0;17000;2023-06
TJC/2301/0650;A1631;TA/16/31;"1.052,00";"1.052,00";0;17000;2023-06
TJC/2301/0651;A1632;TA/16/32;258;259;1;29600;2023-06
TJC/2301/0654;A1634;TA/16/34;310;319;9;130400;2023-06
TJC/2301/0655;A1701;TA/17/01;"1.093,00";"1.278,00";185;2348000;2023-06
TJC/2301/0656;A1702;TA/17/02;971;971;0;17000;2023-06
TJC/2301/0657;A1703;TA/17/03;364;365;1;29600;2023-06
TJC/2301/0658;A1705;TA/17/05;681;683;2;42200;2023-06
TJC/2301/0659;A1706;TA/17/06;121;126;5;80000;2023-06
TJC/2301/0660;A1707;TA/17/07;"1.017,00";"1.020,00";3;54800;2023-06
TJC/2301/0592;A1518;TA/15/18;428;441;13;180800;2023-06
TJC/2301/0681;A1728;TA/17/28;584;594;10;143000;2023-06
TJC/2301/0591;A1517;TA/15/17;85;85;0;17000;2023-06
TJC/2301/0589;A1515;TA/15/15;36;36;0;17000;2023-06
TJC/2301/0513;A1124;TA/11/24;493;497;4;67400;2023-06
TJC/2301/0514;A1125;TA/11/25;429;437;8;117800;2023-06
TJC/2301/0517;A1126;TA/11/26;201;203;2;42200;2023-06
TJC/2301/0519;A1127;TA/11/27;52;52;0;17000;2023-06
TJC/2301/0520;A1128;TA/11/28;943;955;12;168200;2023-06
TJC/2301/0521;A1129;TA/11/29;"1.350,00";"1.369,00";19;256400;2023-06
TJC/2301/0511;A1123;TA/11/23;836;842;6;92600;2023-06
TJC/2301/0523;A1130;TA/11/30;433;448;15;206000;2023-06
TJC/2301/0525;A1132;TA/11/32;649;657;8;117800;2023-06
TJC/2301/0527;A1133;TA/11/33;"1.010,00";"1.022,00";12;168200;2023-06
TJC/2301/0529;A1134;TA/11/34;325;336;11;155600;2023-06
TJC/2301/0530;A1201;TA/12/01;124;134;10;143000;2023-06
TJC/2301/0532;A1202;TA/12/02;645;667;22;294200;2023-06
TJC/2301/0534;A1203;TA/12/03;567;573;6;92600;2023-06
TJC/2301/0524;A1131;TA/11/31;"1.202,00";"1.210,00";8;117800;2023-06
TJC/2301/0536;A1205;TA/12/05;531;533;2;42200;2023-06
TJC/2301/0510;A1122;TA/11/22;71;71;0;17000;2023-06
TJC/2301/0508;A1120;TA/11/20;384;398;14;193400;2023-06
TJC/2301/0490;A1103;TA/11/03;579;583;4;67400;2023-06
TJC/2301/0492;A1105;TA/11/05;147;149;2;42200;2023-06
TJC/2301/0493;A1106;TA/11/06;569;583;14;193400;2023-06
TJC/2301/0494;A1107;TA/11/07;16;16;0;17000;2023-06
TJC/2301/0495;A1108;TA/11/08;265;269;4;67400;2023-06
TJC/2301/0497;A1109;TA/11/09;698;706;8;117800;2023-06
TJC/2301/0509;A1121;TA/11/21;223;223;0;17000;2023-06
TJC/2301/0499;A1110;TA/11/10;441;445;4;67400;2023-06
TJC/2301/0501;A1112;TA/11/12;230;230;0;17000;2023-06
TJC/2301/0502;A1115;TA/11/15;456;461;5;80000;2023-06
TJC/2301/0503;A1116;TA/11/16;"1.428,00";"1.429,00";1;29600;2023-06
TJC/2301/0505;A1117;TA/11/17;267;273;6;92600;2023-06
TJC/2301/0506;A1118;TA/11/18;4;4;0;17000;2023-06
TJC/2301/0507;A1119;TA/11/19;295;298;3;54800;2023-06
TJC/2301/0500;A1111;TA/11/11;199;199;0;17000;2023-06
TJC/2301/0537;A1206;TA/12/06;"1.058,00";"1.059,00";1;29600;2023-06
TJC/2301/0538;A1207;TA/12/07;"1.141,00";"1.143,00";2;42200;2023-06
TJC/2301/0541;A1208;TA/12/08;247;247;0;17000;2023-06
TJC/2301/0570;A1231;TA/12/31;488;496;8;117800;2023-06
TJC/2301/0572;A1232;TA/12/32;348;348;0;17000;2023-06
TJC/2301/0573;A1233;TA/12/33;602;628;26;344600;2023-06
TJC/2301/0574;A1234;TA/12/34;68;68;0;17000;2023-06
TJC/2301/0577;A1501;TA/15/01;257;262;5;80000;2023-06
TJC/2301/0579;A1502;TA/15/02;816;828;12;168200;2023-06
TJC/2301/0569;A1230;TA/12/30;"1.194,00";"1.198,00";4;67400;2023-06
TJC/2301/0580;A1503;TA/15/03;360;365;5;80000;2023-06
TJC/2301/0582;A1507;TA/15/07;131;131;0;17000;2023-06
TJC/2301/0583;A1508;TA/15/08;207;214;7;105200;2023-06
TJC/2301/0585;A1509;TA/15/09;476;483;7;105200;2023-06
TJC/2301/0586;A1510;TA/15/10;6;6;0;17000;2023-06
TJC/2301/0587;A1511;TA/15/11;16;18;2;42200;2023-06
TJC/2301/0588;A1512;TA/15/12;259;259;0;17000;2023-06
TJC/2301/0581;A1505;TA/15/05;291;297;6;92600;2023-06
TJC/2301/0568;A1229;TA/12/29;186;217;31;407600;2023-06
TJC/2301/0567;A1228;TA/12/28;698;711;13;180800;2023-06
TJC/2301/0565;A1227;TA/12/27;529;530;1;29600;2023-06
TJC/2301/0542;A1209;TA/12/09;92;98;6;92600;2023-06
TJC/2301/0543;A1210;TA/12/10;94;94;0;17000;2023-06
TJC/2301/0544;A1211;TA/12/11;602;610;8;117800;2023-06
TJC/2301/0546;A1212;TA/12/12;459;462;3;54800;2023-06
TJC/2301/0547;A1215;TA/12/15;169;169;0;17000;2023-06
TJC/2301/0549;A1217;TA/12/17;685;697;12;168200;2023-06
TJC/2301/0550;A1218;TA/12/18;213;217;4;67400;2023-06
TJC/2301/0552;A1219;TA/12/19;820;828;8;117800;2023-06
TJC/2301/0553;A1220;TA/12/20;716;720;4;67400;2023-06
TJC/2301/0555;A1221;TA/12/21;349;351;2;42200;2023-06
TJC/2301/0556;A1222;TA/12/22;612;622;10;143000;2023-06
TJC/2301/0559;A1223;TA/12/23;145;145;0;17000;2023-06
TJC/2301/0560;A1224;TA/12/24;169;182;13;180800;2023-06
TJC/2301/0562;A1225;TA/12/25;207;215;8;117800;2023-06
TJC/2301/0563;A1226;TA/12/26;2;3;1;29600;2023-06
TJC/2301/0590;A1516;TA/15/16;5;5;0;17000;2023-06
TJC/2301/0682;A1729;TA/17/29;30;30;0;17000;2023-06
TJC/2301/0683;A1730;TA/17/30;324;324;0;17000;2023-06
TJC/2301/0684;A1731;TA/17/31;225;225;0;17000;2023-06
TJC/2301/0800;A2102;TA/21/02;"1.152,00";"1.172,00";20;269000;2023-06
TJC/2301/0801;A2103;TA/21/03;464;475;11;155600;2023-06
TJC/2301/0802;A2105;TA/21/05;"1.879,00";"1.899,00";20;269000;2023-06
TJC/2301/0803;A2107;TA/21/07;592;592;0;17000;2023-06
TJC/2301/0804;A2108;TA/21/08;93;94;1;29600;2023-06
TJC/2301/0805;A2109;TA/21/09;429;429;0;17000;2023-06
TJC/2301/0799;A2101;TA/21/01;700;714;14;193400;2023-06
TJC/2301/0806;A2110;TA/21/10;191;191;0;17000;2023-06
TJC/2301/0808;A2112;TA/21/12;3;3;0;17000;2023-06
TJC/2301/0810;A2116;TA/21/16;448;448;0;17000;2023-06
TJC/2301/0811;A2117;TA/21/17;497;497;0;17000;2023-06
TJC/2301/0812;A2118;TA/21/18;"1.222,00";"1.233,00";11;155600;2023-06
TJC/2301/0814;A2119;TA/21/19;626;645;19;256400;2023-06
TJC/2301/0815;A2120;TA/21/20;987;997;10;143000;2023-06
TJC/2301/0807;A2111;TA/21/11;202;209;7;105200;2023-06
TJC/2301/0816;A2121;TA/21/21;921;938;17;231200;2023-06
TJC/2301/0798;A2034;TA/20/34;67;67;0;17000;2023-06
TJC/2301/0794;A2032;TA/20/32;190;209;19;256400;2023-06
TJC/2301/0773;A2017;TA/20/17;408;408;0;17000;2023-06
TJC/2301/0775;A2018;TA/20/18;516;516;0;17000;2023-06
TJC/2301/0777;A2019;TA/20/19;"1.216,00";"1.217,00";1;29600;2023-06
TJC/2301/0779;A2020;TA/20/20;"1.279,00";"1.285,00";6;92600;2023-06
TJC/2301/0780;A2021;TA/20/21;"1.399,00";"1.410,00";11;155600;2023-06
TJC/2301/0781;A2022;TA/20/22;522;527;5;80000;2023-06
TJC/2301/0796;A2033;TA/20/33;646;653;7;105200;2023-06
TJC/2301/0782;A2023;TA/20/23;258;263;5;80000;2023-06
TJC/2301/0785;A2026;TA/20/26;"1.019,00";"1.042,00";23;306800;2023-06
TJC/2301/0787;A2027;TA/20/27;606;611;5;80000;2023-06
TJC/2301/0788;A2028;TA/20/28;"1.001,00";"1.003,00";2;42200;2023-06
TJC/2301/0789;A2029;TA/20/29;76;77;1;29600;2023-06
TJC/2301/0790;A2030;TA/20/30;"1.179,00";"1.180,00";1;29600;2023-06
TJC/2301/0793;A2031;TA/20/31;"1.380,00";"1.397,00";17;231200;2023-06
TJC/2301/0783;A2024;TA/20/24;3;3;0;17000;2023-06
TJC/2301/0817;A2122;TA/21/22;"1.036,00";"1.043,00";7;105200;2023-06
TJC/2301/0818;A2123;TA/21/23;"1.563,00";"1.577,00";14;193400;2023-06
TJC/2301/0819;A2125;TA/21/25;787;797;10;143000;2023-06
TJC/2301/0843;A2218;TA/22/18;717;723;6;92600;2023-06
TJC/2301/0844;A2219;TA/22/19;517;530;13;180800;2023-06
TJC/2301/0845;A2220;TA/22/20;"1.172,00";"1.187,00";15;206000;2023-06
TJC/2301/0846;A2221;TA/22/21;"1.887,00";"1.901,00";14;193400;2023-06
TJC/2301/0847;A2222;TA/22/22;866;866;0;17000;2023-06
TJC/2301/0848;A2223;TA/22/23;85;85;0;17000;2023-06
TJC/2301/0841;A2217;TA/22/17;"1.894,00";"1.917,00";23;306800;2023-06
TJC/2301/0849;A2225;TA/22/25;"1.384,00";"1.399,00";15;206000;2023-06
TJC/2301/0851;A2227;TA/22/27;884;895;11;155600;2023-06
TJC/2301/0852;A2228;TA/22/28;441;441;0;17000;2023-06
TJC/2301/0853;A2229;TA/22/29;"1.395,00";"1.395,00";0;17000;2023-06
TJC/2301/0854;A2230;TA/22/30;260;270;10;143000;2023-06
TJC/2301/0855;A2231;TA/22/31;336;342;6;92600;2023-06
TJC/2301/0857;A2302;TA/23/02;20;20;0;17000;2023-06
TJC/2301/0850;A2226;TA/22/26;472;472;0;17000;2023-06
TJC/2301/0839;A2216;TA/22/16;829;835;6;92600;2023-06
TJC/2301/0838;A2215;TA/22/15;208;208;0;17000;2023-06
TJC/2301/0837;A2212;TA/22/12;197;197;0;17000;2023-06
TJC/2301/0820;A2126;TA/21/26;17;17;0;17000;2023-06
TJC/2301/0822;A2127;TA/21/27;937;949;12;168200;2023-06
TJC/2301/0823;A2128;TA/21/28;24;25;1;29600;2023-06
TJC/2301/0824;A2129;TA/21/29;"1.096,00";"1.096,00";0;17000;2023-06
TJC/2301/0825;A2130;TA/21/30;140;140;0;17000;2023-06
TJC/2301/0826;A2131;TA/21/31;325;325;0;17000;2023-06
TJC/2301/0827;A2201;TA/22/01;691;696;5;80000;2023-06
TJC/2301/0828;A2203;TA/22/03;848;855;7;105200;2023-06
TJC/2301/0830;A2205;TA/22/05;650;661;11;155600;2023-06
TJC/2301/0831;A2206;TA/22/06;72;72;0;17000;2023-06
TJC/2301/0832;A2207;TA/22/07;169;169;0;17000;2023-06
TJC/2301/0833;A2208;TA/22/08;5;5;0;17000;2023-06
TJC/2301/0834;A2209;TA/22/09;519;519;0;17000;2023-06
TJC/2301/0835;A2210;TA/22/10;63;63;0;17000;2023-06
TJC/2301/0836;A2211;TA/22/11;325;326;1;29600;2023-06
TJC/2301/0772;A2016;TA/20/16;861;861;0;17000;2023-06
TJC/2301/0771;A2015;TA/20/15;304;304;0;17000;2023-06
TJC/2301/0770;A2012;TA/20/12;"1.391,00";"1.404,00";13;180800;2023-06
TJC/2301/0768;A2011;TA/20/11;"1.483,00";"1.502,00";19;256400;2023-06
TJC/2301/0707;A1822;TA/18/22;830;836;6;92600;2023-06
TJC/2301/0708;A1823;TA/18/23;168;169;1;29600;2023-06
TJC/2301/0709;A1824;TA/18/24;612;618;6;92600;2023-06
TJC/2301/0710;A1825;TA/18/25;455;458;3;54800;2023-06
TJC/2301/0711;A1826;TA/18/26;486;486;0;17000;2023-06
TJC/2301/0712;A1827;TA/18/27;427;438;11;155600;2023-06
TJC/2301/0706;A1821;TA/18/21;127;128;1;29600;2023-06
TJC/2301/0713;A1828;TA/18/28;628;642;14;193400;2023-06
TJC/2301/0716;A1830;TA/18/30;372;373;1;29600;2023-06
TJC/2301/0718;A1831;TA/18/31;282;283;1;29600;2023-06
TJC/2301/0719;A1832;TA/18/32;539;555;16;218600;2023-06
TJC/2301/0720;A1833;TA/18/33;268;268;0;17000;2023-06
TJC/2301/0722;A1834;TA/18/34;527;533;6;92600;2023-06
TJC/2301/0723;A1901;TA/19/01;22;22;0;17000;2023-06
TJC/2301/0714;A1829;TA/18/29;380;382;2;42200;2023-06
TJC/2301/0705;A1820;TA/18/20;57;57;0;17000;2023-06
TJC/2301/0704;A1819;TA/18/19;80;80;0;17000;2023-06
TJC/2301/0703;A1818;TA/18/18;226;229;3;54800;2023-06
TJC/2301/0685;A1732;TA/17/32;8;8;0;17000;2023-06
TJC/2301/0686;A1733;TA/17/33;67;67;0;17000;2023-06
TJC/2301/0687;A1734;TA/17/34;582;587;5;80000;2023-06
TJC/2301/0690;A1801;TA/18/01;"1.297,00";"1.371,00";74;949400;2023-06
TJC/2301/0691;A1803;TA/18/03;218;218;0;17000;2023-06
TJC/2301/0692;A1805;TA/18/05;72;72;0;17000;2023-06
TJC/2301/0693;A1807;TA/18/07;14;14;0;17000;2023-06
TJC/2301/0694;A1808;TA/18/08;44;44;0;17000;2023-06
TJC/2301/0695;A1809;TA/18/09;489;489;0;17000;2023-06
TJC/2301/0697;A1810;TA/18/10;188;189;1;29600;2023-06
TJC/2301/0698;A1811;TA/18/11;397;399;2;42200;2023-06
TJC/2301/0699;A1812;TA/18/12;923;925;2;42200;2023-06
TJC/2301/0700;A1815;TA/18/15;63;63;0;17000;2023-06
TJC/2301/0701;A1816;TA/18/16;"3.070,00";"3.070,00";0;17000;2023-06
TJC/2301/0702;A1817;TA/18/17;503;503;0;17000;2023-06
TJC/2301/0724;A1902;TA/19/02;99;99;0;17000;2023-06
TJC/2301/0488;A1102;TA/11/02;571;603;32;420200;2023-06
TJC/2301/0725;A1903;TA/19/03;145;146;1;29600;2023-06
TJC/2301/0728;A1907;TA/19/07;32;32;0;17000;2023-06
TJC/2301/0752;A1929;TA/19/29;832;842;10;143000;2023-06
TJC/2301/0754;A1930;TA/19/30;330;341;11;155600;2023-06
TJC/2301/0755;A1931;TA/19/31;429;432;3;54800;2023-06
TJC/2301/0757;A1933;TA/19/33;746;752;6;92600;2023-06
TJC/2301/0758;A1934;TA/19/34;80;93;13;180800;2023-06
TJC/2301/0759;A2001;TA/20/01;18;18;0;17000;2023-06
TJC/2301/0751;A1928;TA/19/28;47;47;0;17000;2023-06
TJC/2301/0760;A2002;TA/20/02;23;23;0;17000;2023-06
TJC/2301/0762;A2005;TA/20/05;232;232;0;17000;2023-06
TJC/2301/0763;A2006;TA/20/06;4;4;0;17000;2023-06
TJC/2301/0764;A2007;TA/20/07;"1.355,00";"1.355,00";0;17000;2023-06
TJC/2301/0765;A2008;TA/20/08;142;144;2;42200;2023-06
TJC/2301/0766;A2009;TA/20/09;5;5;0;17000;2023-06
TJC/2301/0767;A2010;TA/20/10;4;4;0;17000;2023-06
TJC/2301/0761;A2003;TA/20/03;304;304;0;17000;2023-06
TJC/2301/0750;A1927;TA/19/27;34;34;0;17000;2023-06
TJC/2301/0749;A1926;TA/19/26;269;270;1;29600;2023-06
TJC/2301/0748;A1925;TA/19/25;431;438;7;105200;2023-06
TJC/2301/0729;A1908;TA/19/08;32;33;1;29600;2023-06
TJC/2301/0730;A1909;TA/19/09;28;28;0;17000;2023-06
TJC/2301/0731;A1910;TA/19/10;17;17;0;17000;2023-06
TJC/2301/0732;A1911;TA/19/11;44;45;1;29600;2023-06
TJC/2301/0733;A1912;TA/19/12;569;570;1;29600;2023-06
TJC/2301/0734;A1915;TA/19/15;7;7;0;17000;2023-06
TJC/2301/0736;A1916;TA/19/16;720;729;9;130400;2023-06
TJC/2301/0737;A1917;TA/19/17;449;454;5;80000;2023-06
TJC/2301/0738;A1918;TA/19/18;110;112;2;42200;2023-06
TJC/2301/0740;A1919;TA/19/19;841;842;1;29600;2023-06
TJC/2301/0741;A1920;TA/19/20;56;56;0;17000;2023-06
TJC/2301/0743;A1921;TA/19/21;65;65;0;17000;2023-06
TJC/2301/0744;A1922;TA/19/22;282;286;4;67400;2023-06
TJC/2301/0745;A1923;TA/19/23;314;323;9;130400;2023-06
TJC/2301/0746;A1924;TA/19/24;552;552;0;17000;2023-06
TJC/2301/0727;A1906;TA/19/06;35;35;0;17000;2023-06
TJC/2301/0487;A1101;TA/11/01;634;641;7;105200;2023-06
TJC/2301/0486;A1034;TA/10/34;540;550;10;143000;2023-06
TJC/2301/0484;A1033;TA/10/33;417;419;2;42200;2023-06
TJC/2301/0235;A0309;TA/03/09;"1.157,00";"1.159,00";2;42200;2023-06
TJC/2301/0236;A0310;TA/03/10;415;416;1;29600;2023-06
TJC/2301/0237;A0311;TA/03/11;563;568;5;80000;2023-06
TJC/2301/0238;A0312;TA/03/12;90;90;0;17000;2023-06
TJC/2301/0239;A0315;TA/03/15;97;101;4;67400;2023-06
TJC/2301/0240;A0316;TA/03/16;597;597;0;17000;2023-06
TJC/2301/0233;A0308;TA/03/08;780;787;7;105200;2023-06
TJC/2301/0241;A0317;TA/03/17;556;556;0;17000;2023-06
TJC/2301/0243;A0319;TA/03/19;148;148;0;17000;2023-06
TJC/2301/0244;A0320;TA/03/20;187;188;1;29600;2023-06
TJC/2301/0245;A0321;TA/03/21;167;173;6;92600;2023-06
TJC/2301/0246;A0322;TA/03/22;250;250;0;17000;2023-06
TJC/2301/0247;A0323;TA/03/23;442;447;5;80000;2023-06
TJC/2301/0248;A0324;TA/03/24;687;693;6;92600;2023-06
TJC/2301/0242;A0318;TA/03/18;555;555;0;17000;2023-06
TJC/2301/0249;A0325;TA/03/25;589;592;3;54800;2023-06
TJC/2301/0230;A0306;TA/03/06;379;395;16;218600;2023-06
TJC/2301/0228;A0303;TA/03/03;6;6;0;17000;2023-06
TJC/2301/0208;A0223;TA/02/23;153;153;0;17000;2023-06
TJC/2301/0209;A0224;TA/02/24;618;618;0;17000;2023-06
TJC/2301/0210;A0225;TA/02/25;635;640;5;80000;2023-06
TJC/2301/0212;A0226;TA/02/26;417;428;11;155600;2023-06
TJC/2301/0214;A0227;TA/02/27;541;544;3;54800;2023-06
TJC/2301/0215;A0228;TA/02/28;174;174;0;17000;2023-06
TJC/2301/0229;A0305;TA/03/05;154;154;0;17000;2023-06
TJC/2301/0217;A0229;TA/02/29;532;532;0;17000;2023-06
TJC/2301/0221;A0231;TA/02/31;737;737;0;17000;2023-06
TJC/2301/0222;A0232;TA/02/32;141;141;0;17000;2023-06
TJC/2301/0224;A0233;TA/02/33;129;131;2;42200;2023-06
TJC/2301/0225;A0234;TA/02/34;25;25;0;17000;2023-06
TJC/2301/0226;A0301;TA/03/01;801;803;2;42200;2023-06
TJC/2301/0227;A0302;TA/03/02;850;860;10;143000;2023-06
TJC/2301/0219;A0230;TA/02/30;887;892;5;80000;2023-06
TJC/2301/0250;A0326;TA/03/26;189;190;1;29600;2023-06
TJC/2301/0251;A0327;TA/03/27;980;980;0;17000;2023-06
TJC/2301/0252;A0328;TA/03/28;495;501;6;92600;2023-06
TJC/2301/0278;A0518;TA/05/18;583;583;0;17000;2023-06
TJC/2301/0280;A0519;TA/05/19;261;261;0;17000;2023-06
TJC/2301/0281;A0520;TA/05/20;799;818;19;256400;2023-06
TJC/2301/0282;A0521;TA/05/21;732;741;9;130400;2023-06
TJC/2301/0283;A0522;TA/05/22;958;960;2;42200;2023-06
TJC/2301/0284;A0523;TA/05/23;468;471;3;54800;2023-06
TJC/2301/0277;A0517;TA/05/17;574;576;2;42200;2023-06
TJC/2301/0286;A0524;TA/05/24;"1.070,00";"1.076,00";6;92600;2023-06
TJC/2301/0291;A0526;TA/05/26;635;642;7;105200;2023-06
TJC/2301/0292;A0527;TA/05/27;115;119;4;67400;2023-06
TJC/2301/0293;A0528;TA/05/28;52;52;0;17000;2023-06
TJC/2301/0294;A0529;TA/05/29;300;327;27;357200;2023-06
TJC/2301/0295;A0530;TA/05/30;"1.042,00";"1.065,00";23;306800;2023-06
TJC/2301/0296;A0531;TA/05/31;596;596;0;17000;2023-06
TJC/2301/0287;A0525;TA/05/25;348;357;9;130400;2023-06
TJC/2301/0275;A0516;TA/05/16;361;363;2;42200;2023-06
TJC/2301/0274;A0515;TA/05/15;157;158;1;29600;2023-06
TJC/2301/0273;A0512;TA/05/12;488;508;20;269000;2023-06
TJC/2301/0254;A0329;TA/03/29;"2.796,00";"2.796,00";0;17000;2023-06
TJC/2301/0256;A0330;TA/03/30;700;700;0;17000;2023-06
TJC/2301/0257;A0331;TA/03/31;35;35;0;17000;2023-06
TJC/2301/0258;A0332;TA/03/32;"1.364,00";"1.374,00";10;143000;2023-06
